Avalanche Magnatude, Number Avalanches
21824, 1
21828, 1
21840, 1
21912, 1
21942, 1
22000, 1
22050, 1
22052, 1
22100, 2
22140, 1
22161, 1
22200, 1
22258, 1
22260, 1
22304, 1
22311, 1
22410, 1
22420, 1
22422, 1
22458, 1
22464, 1
22504, 1
22512, 1
22540, 2
22572, 1
22578, 1
22600, 1
22624, 1
22649, 1
22680, 1
22695, 1
22743, 1
22791, 1
22794, 1
22795, 1
22836, 1
22862, 1
22881, 1
22940, 1
22960, 1
22981, 1
23002, 1
23004, 1
23112, 1
23141, 1
23144, 1
23180, 1
23205, 1
23226, 1
23256, 2
23296, 1
23363, 1
23430, 2
23465, 1
23560, 1
23562, 1
23579, 1
23607, 1
23655, 1
23716, 2
23725, 1
23797, 1
23820, 1
23822, 1
23828, 1
23936, 1
23994, 1
24101, 1
24180, 2
24208, 1
24217, 1
24244, 1
24276, 1
24300, 1
24354, 1
24366, 1
24428, 1
24544, 1
24563, 1
24567, 1
24570, 1
24648, 1
24650, 1
24696, 2
24720, 1
24734, 1
24752, 2
24780, 1
24920, 1
24983, 1
24984, 1
25063, 1
25120, 1
25130, 1
25192, 1
25200, 1
25245, 1
25296, 1
25333, 1
25338, 1
25370, 1
25425, 1
25461, 1
25472, 1
25517, 1
25536, 1
25575, 1
25585, 1
25604, 1
25668, 1
25677, 1
25704, 1
25773, 1
25818, 1
25900, 1
25915, 1
25920, 2
26048, 1
26082, 1
26100, 1
26136, 1
26144, 1
26149, 1
26196, 1
26202, 1
26220, 1
26390, 1
26426, 1
26500, 1
26505, 1
26508, 1
26544, 1
26550, 1
26560, 1
26623, 1
26640, 1
26650, 1
26680, 1
26700, 1
26796, 1
26867, 1
26925, 1
26945, 1
27216, 3
27240, 1
27280, 1
27434, 1
27540, 2
27579, 1
27600, 1
27621, 2
27643, 1
27650, 1
27664, 1
27676, 1
27720, 1
27783, 1
27810, 1
27874, 1
27898, 1
27962, 1
27965, 1
28002, 1
28036, 1
28072, 1
28120, 2
28179, 1
28236, 1
28280, 1
28314, 1
28320, 1
28356, 1
28420, 1
28449, 1
28483, 1
28560, 2
28600, 1
28612, 1
28638, 1
28704, 1
28728, 1
28755, 1
28756, 1
28786, 1
28917, 1
28952, 1
29029, 1
29070, 1
29106, 1
29145, 1
29250, 1
29260, 1
29302, 1
29315, 1
29370, 1
29460, 1
29526, 1
29536, 1
29562, 1
29670, 1
29694, 1
29832, 1
29850, 1
29890, 1
30033, 1
30257, 1
30295, 1
30305, 1
30378, 1
30444, 1
30528, 1
30536, 1
30674, 1
30736, 1
30784, 2
30794, 1
30800, 1
30880, 1
30889, 1
31007, 1
31008, 1
31042, 2
31059, 1
31096, 1
31104, 1
31132, 1
31320, 1
31360, 1
31372, 1
31376, 1
31488, 1
31556, 1
31592, 1
31647, 1
31654, 1
31730, 1
31746, 1
32088, 1
32103, 1
32109, 1
32110, 1
32120, 1
32130, 1
32136, 1
32160, 1
32175, 1
32274, 1
32308, 1
32328, 1
32490, 1
32544, 1
32568, 1
32592, 1
32625, 1
32720, 1
32756, 1
32844, 1
32886, 1
32944, 1
32973, 1
33024, 1
33201, 1
33264, 1
33306, 1
33368, 1
33408, 1
33480, 1
33488, 1
33534, 1
33670, 1
33672, 1
33784, 1
33820, 1
33853, 1
33947, 1
33998, 1
34090, 1
34125, 1
34128, 1
34176, 1
34188, 3
34210, 1
34290, 1
34400, 1
34425, 1
34440, 1
34504, 1
34506, 1
34529, 1
34554, 1
34595, 1
34650, 1
34656, 1
34777, 1
34782, 1
34914, 1
34952, 1
34965, 1
34968, 1
34997, 1
35002, 1
35010, 1
35047, 1
35055, 1
35178, 1
35196, 1
35333, 1
35583, 1
35636, 1
35673, 1
35738, 1
35752, 1
35854, 1
35904, 1
36045, 1
36096, 1
36190, 1
36218, 1
36328, 1
36400, 1
36472, 1
36490, 1
36630, 1
36668, 1
36673, 1
36738, 1
36860, 1
36880, 1
36883, 1
36900, 1
36920, 1
36960, 1
37051, 1
37072, 1
37080, 1
37177, 1
37184, 1
37398, 1
37600, 1
37632, 1
37655, 1
37760, 1
37816, 1
37900, 1
37924, 1
37968, 1
38198, 1
38220, 1
38304, 1
38728, 1
38761, 1
38772, 1
38789, 1
38792, 1
38800, 1
38936, 1
38948, 1
39022, 1
39040, 1
39066, 1
39093, 1
39183, 1
39480, 1
39574, 1
39578, 1
39600, 1
39728, 1
39750, 1
39809, 1
39904, 1
39960, 1
39990, 1
39996, 1
40003, 1
40005, 1
40076, 1
40170, 1
40255, 1
40296, 1
40326, 1
40392, 2
40480, 1
40602, 1
40626, 1
40740, 1
40755, 1
40851, 1
40887, 1
40890, 1
40906, 1
40996, 1
41006, 1
41064, 1
41132, 1
41151, 1
41246, 1
41328, 1
41420, 1
41496, 1
41514, 1
41548, 1
41600, 1
41678, 1
41736, 1
41764, 1
41820, 2
41895, 1
41949, 1
41987, 1
42000, 1
42051, 1
42107, 1
42112, 1
42363, 1
42394, 1
42416, 1
42436, 1
42501, 1
42528, 1
42532, 2
42579, 1
42581, 1
42655, 1
42768, 1
42800, 1
42911, 1
42952, 1
43050, 1
43127, 1
43157, 1
43176, 1
43354, 1
43360, 1
43380, 1
43472, 1
43662, 1
43775, 1
43896, 1
44000, 1
44019, 1
44055, 1
44205, 1
44240, 1
44352, 1
44400, 1
44405, 1
44428, 1
44462, 1
44528, 1
44550, 1
44619, 1
44622, 1
44712, 1
44847, 1
44863, 1
44880, 1
44892, 1
44912, 1
45006, 1
45026, 1
45066, 2
45087, 1
45125, 1
45144, 1
45198, 1
45384, 1
45468, 1
45798, 1
45810, 1
45888, 1
45936, 1
46092, 1
46221, 1
46342, 1
46463, 1
46480, 1
46895, 1
46920, 1
47058, 1
47215, 1
47244, 1
47280, 1
47380, 1
47424, 1
47430, 1
47472, 1
47520, 1
47571, 1
47600, 1
47709, 1
47840, 1
47960, 1
48024, 1
48060, 1
48108, 2
48654, 1
48906, 1
48944, 1
49000, 1
49060, 1
49105, 1
49248, 3
49383, 1
49416, 1
49434, 1
49476, 1
49504, 1
49567, 1
49648, 1
49731, 1
49840, 1
49860, 1
49955, 1
50183, 1
50208, 1
50232, 1
50249, 1
50380, 1
50715, 1
50737, 1
50760, 1
50808, 1
50882, 1
51062, 1
51302, 1
51324, 1
51370, 1
51570, 1
51680, 2
51708, 1
51772, 1
51840, 1
51865, 1
51895, 1
52002, 1
52143, 1
52164, 1
52328, 1
52364, 1
52371, 1
52520, 1
52922, 1
52938, 1
52982, 1
52992, 1
53124, 1
53244, 1
53340, 1
53429, 1
53475, 1
53595, 1
53664, 2
53845, 1
53960, 1
54051, 1
54150, 1
54230, 1
54412, 1
54435, 1
54436, 1
54897, 1
54915, 1
54960, 1
54972, 1
55022, 1
55080, 1
55083, 1
55230, 1
55242, 1
55560, 1
55581, 1
55626, 1
55833, 1
55974, 1
56005, 1
56050, 1
56135, 1
56350, 1
56364, 1
56376, 1
56498, 1
56710, 1
56760, 1
56979, 1
57218, 1
57342, 1
57664, 1
57754, 1
57850, 1
58016, 1
58190, 1
58191, 1
58233, 1
58400, 1
58630, 1
58773, 1
58860, 1
58917, 1
59094, 1
59212, 1
59287, 1
59388, 1
59736, 1
59787, 1
60062, 1
60297, 1
60345, 1
60480, 1
60489, 1
60554, 1
60668, 1
60702, 1
60760, 1
60873, 1
61000, 1
61056, 1
61101, 1
61104, 1
61160, 1
61320, 1
61488, 2
61740, 1
61938, 1
61950, 1
62073, 1
62167, 1
62172, 1
62192, 1
62356, 1
62445, 1
62720, 1
62823, 1
62832, 1
62920, 1
62934, 1
62941, 1
63147, 1
63360, 1
63546, 1
63603, 1
63616, 1
63732, 1
63800, 1
63840, 1
63956, 1
63963, 1
64116, 1
64135, 1
64246, 1
64272, 1
64350, 1
64610, 1
64628, 1
64735, 1
64758, 1
64890, 1
64904, 1
65056, 1
65096, 1
65125, 1
65238, 1
65313, 1
65416, 1
65560, 1
65712, 1
65975, 1
65988, 1
66000, 1
66300, 1
66316, 1
66456, 1
66612, 1
66816, 1
66878, 1
66906, 1
67116, 1
67144, 1
67288, 1
67296, 1
67354, 1
67440, 1
67488, 1
67626, 1
67693, 1
67727, 1
67932, 1
67968, 1
68026, 1
68770, 1
68886, 1
69102, 1
69139, 1
69195, 1
69300, 1
69639, 1
69696, 1
69708, 1
69748, 1
69805, 1
69834, 1
69860, 1
70356, 1
70364, 1
70680, 1
70725, 1
71040, 1
71126, 1
71284, 1
71288, 1
71550, 1
71568, 1
72002, 1
72078, 1
72124, 1
72192, 1
72240, 1
72468, 1
72594, 1
72660, 1
72688, 1
72792, 1
72800, 1
73402, 1
73549, 1
73920, 1
74016, 1
74104, 1
74214, 1
74314, 1
74865, 1
75008, 1
75210, 1
75240, 1
75327, 1
75400, 1
75446, 1
75712, 1
75888, 1
75970, 1
76032, 1
76073, 1
76200, 1
76250, 1
76356, 1
76358, 1
76856, 1
76928, 1
77280, 1
77490, 1
77552, 1
77826, 1
77875, 1
77928, 1
78114, 1
78128, 1
78273, 1
78337, 1
78370, 1
78464, 1
78814, 1
79235, 1
79236, 1
79250, 1
79254, 1
79534, 1
79862, 1
80224, 1
80384, 1
80538, 1
80586, 1
81030, 1
81134, 1
81340, 1
81540, 1
81548, 2
81675, 1
81738, 1
81786, 1
81906, 1
82340, 1
82592, 1
82680, 1
82750, 1
82800, 1
83159, 1
83448, 1
83895, 1
84490, 1
84625, 1
84664, 1
85200, 1
85492, 1
85500, 1
85692, 1
86130, 1
86250, 1
86508, 1
86520, 1
86724, 1
86832, 1
86912, 1
86973, 1
87176, 1
87360, 1
87363, 1
87420, 1
87492, 1
87516, 1
87757, 1
87916, 1
88067, 1
88176, 1
88184, 1
88205, 1
88228, 1
88687, 1
88773, 1
88844, 1
89320, 1
89474, 1
89488, 1
89535, 1
89964, 1
90090, 1
90480, 1
90768, 1
90789, 1
90846, 1
90860, 1
91104, 1
91250, 1
91360, 1
91396, 1
91416, 1
91784, 1
92160, 1
92475, 1
92521, 1
92664, 1
92726, 1
92872, 1
92991, 1
93080, 1
93150, 1
93168, 1
93304, 1
93380, 1
93654, 1
93756, 1
93878, 1
94088, 1
94095, 1
94248, 1
94380, 1
94713, 1
94752, 1
94792, 1
95140, 1
95326, 1
95877, 1
96250, 1
96740, 1
96900, 1
96940, 1
97014, 1
97148, 1
97300, 1
97337, 1
97431, 1
98229, 1
98494, 1
98690, 1
98693, 1
98890, 1
99090, 1
99280, 1
99400, 1
99450, 1
99456, 1
99550, 1
99568, 1
99583, 1
99660, 1
100100, 1
100168, 1
100650, 1
100772, 1
100786, 1
100920, 1
101124, 1
101136, 1
101304, 1
101475, 1
101673, 1
101680, 1
101919, 1
102000, 1
102969, 1
103122, 1
103250, 1
103820, 1
104210, 1
104256, 1
104490, 1
104811, 1
105084, 1
105336, 1
105343, 1
105544, 1
105764, 1
105840, 1
105878, 1
106704, 1
107088, 1
107270, 1
107568, 1
107811, 1
108100, 1
108171, 1
108290, 1
108780, 1
108882, 1
109190, 1
109385, 1
109392, 1
109752, 1
110208, 1
110313, 1
110352, 1
110514, 1
110838, 1
110880, 1
111111, 1
111300, 1
112104, 1
112194, 1
112420, 1
112606, 1
112654, 1
112694, 1
112700, 1
113032, 1
113232, 2
113364, 1
113542, 1
113679, 1
113825, 1
113847, 1
114149, 1
114594, 1
114695, 1
114730, 1
116888, 1
117062, 1
117249, 1
117819, 1
118338, 1
119364, 1
119756, 1
119884, 1
120120, 1
120196, 1
120204, 1
120280, 1
120588, 1
120839, 1
120912, 1
121160, 1
121680, 1
121935, 1
122276, 1
122292, 1
122610, 1
122760, 1
123159, 1
123376, 1
123662, 1
123892, 1
124000, 1
124600, 1
124614, 1
124942, 1
125292, 1
125419, 1
125550, 1
125846, 1
125928, 1
126252, 1
126290, 1
126374, 1
126412, 1
126588, 1
126874, 1
127008, 1
127332, 1
127755, 1
127798, 1
128076, 1
128404, 1
128607, 1
128616, 1
129130, 1
129344, 1
129600, 1
129860, 1
129888, 1
130002, 1
130240, 1
130375, 1
130592, 1
130661, 1
130761, 1
131338, 1
132327, 1
132351, 1
132753, 1
133248, 1
133293, 1
134232, 1
134745, 1
134750, 1
135031, 1
135788, 1
135876, 1
136344, 1
136756, 1
137058, 1
137455, 1
137711, 1
138054, 1
138160, 1
138180, 1
138380, 1
138460, 1
139272, 1
140556, 1
140767, 1
140805, 1
141702, 1
142204, 1
142635, 1
142805, 1
142854, 1
143532, 1
143938, 1
144092, 1
144160, 1
145061, 1
145123, 1
145238, 1
145348, 1
146124, 1
146160, 1
146292, 1
146700, 1
147618, 1
147678, 1
147680, 1
147960, 1
148798, 1
148800, 1
149034, 1
149171, 1
149625, 1
151788, 1
151905, 1
152559, 1
152772, 1
152950, 1
153102, 1
153363, 1
153450, 1
154326, 1
154328, 1
154934, 1
155144, 1
155520, 1
155974, 1
157805, 2
157850, 1
158486, 1
159936, 1
160448, 1
160512, 1
161544, 1
161640, 1
162006, 1
163296, 1
163437, 1
163578, 1
165528, 1
166026, 1
166152, 1
166166, 1
166634, 1
166725, 1
167054, 1
167956, 1
168198, 1
168318, 1
168448, 1
168498, 1
168630, 1
168693, 1
168714, 1
169246, 1
169338, 1
169830, 1
170317, 1
170405, 1
170694, 1
170699, 1
171746, 1
171840, 1
172086, 1
172592, 1
173036, 1
173982, 1
174135, 1
174236, 1
174765, 1
175120, 1
175244, 1
176364, 1
178480, 1
178760, 1
179724, 1
180072, 1
180624, 1
180752, 1
180804, 1
182860, 1
183448, 1
184184, 1
184240, 1
184400, 1
184864, 1
186300, 1
187944, 1
188100, 1
188384, 1
189070, 1
190350, 1
190444, 1
190518, 1
190550, 1
190647, 1
191700, 1
192910, 1
193000, 2
193224, 1
193781, 1
194970, 1
195300, 1
195337, 1
195621, 1
195776, 1
195840, 1
196546, 1
197064, 1
198306, 1
198738, 1
199374, 1
200005, 1
201600, 1
201631, 1
202464, 1
202809, 1
203404, 1
203406, 1
203660, 1
204036, 1
204385, 1
204552, 1
204816, 1
205400, 1
205725, 1
205784, 1
206336, 1
206662, 1
206856, 1
207376, 1
207570, 1
207975, 1
208896, 1
210945, 1
211242, 1
211347, 1
211736, 1
211850, 1
212333, 1
212472, 1
212850, 1
212971, 1
214115, 1
214571, 1
214809, 1
215495, 1
215917, 1
215992, 1
218224, 1
218669, 1
219650, 1
220640, 1
220848, 1
221328, 1
221502, 1
222176, 1
222547, 1
223873, 1
225007, 1
225984, 1
226250, 1
226326, 1
227304, 1
228514, 1
228618, 1
229964, 1
230104, 1
230637, 1
231993, 1
232067, 1
233809, 1
234396, 1
235330, 1
237120, 1
238140, 1
239816, 1
239852, 1
240000, 1
240009, 1
240174, 1
241274, 1
241500, 1
243000, 1
243040, 1
243130, 1
244706, 1
246264, 1
247050, 1
247520, 1
247616, 1
247814, 1
249561, 1
249986, 1
250382, 1
251328, 1
251538, 1
253920, 1
253935, 1
255102, 1
255136, 1
256788, 1
257664, 1
259154, 1
259228, 1
260736, 1
260896, 1
261079, 1
261800, 1
262273, 1
263481, 1
264000, 1
265630, 1
266271, 1
266420, 1
267243, 1
267860, 1
269730, 1
270606, 1
270720, 1
272376, 1
273268, 1
273560, 1
277135, 1
277172, 1
277380, 1
278588, 1
281666, 1
282498, 1
283630, 1
284456, 1
286933, 1
287513, 1
287985, 1
289992, 1
290334, 1
295466, 1
296208, 1
297801, 1
298053, 1
298350, 1
299386, 1
299876, 1
300677, 1
301204, 1
302625, 1
303883, 1
304152, 1
305100, 1
305370, 1
306176, 1
306704, 1
308228, 1
311724, 1
315810, 1
319792, 1
321752, 1
323348, 1
325142, 1
326112, 1
327033, 1
327584, 1
328000, 1
329745, 1
330924, 1
332904, 1
333696, 1
334719, 1
339640, 1
340083, 1
342392, 1
342624, 1
343896, 1
344694, 1
345800, 1
350065, 1
350268, 1
358150, 1
358925, 1
360906, 1
362175, 1
362785, 1
364650, 1
365560, 1
366768, 1
367723, 1
369515, 1
370880, 1
371266, 1
371910, 1
373100, 1
376680, 1
376808, 1
382980, 1
384616, 1
387260, 1
390520, 1
391248, 1
392150, 1
393390, 1
395760, 1
399543, 1
401172, 1
402675, 1
405280, 1
408611, 1
410720, 1
412698, 1
412804, 1
414020, 1
416344, 1
418176, 1
418971, 1
420540, 1
422564, 1
425408, 1
429495, 1
433026, 1
434688, 1
436080, 1
438886, 1
439964, 1
440100, 1
440118, 1
440544, 1
448162, 1
449468, 1
454308, 1
456576, 1
456924, 1
459360, 1
460512, 1
464405, 1
465735, 1
474315, 1
474720, 1
476076, 1
476768, 1
478894, 1
479150, 1
480434, 1
488898, 1
489552, 1
489951, 1
491350, 1
492804, 1
499097, 1
499100, 1
502252, 1
507680, 1
509712, 1
510040, 1
512397, 1
515656, 1
517440, 1
517575, 1
521656, 1
523906, 1
532029, 1
535497, 1
539534, 1
542070, 1
543885, 1
546003, 1
557664, 1
565948, 1
566402, 1
573856, 1
576752, 1
579915, 1
580914, 1
588240, 1
594468, 1
600912, 1
601536, 1
604023, 1
604128, 1
606216, 1
611721, 1
616680, 1
628920, 1
629465, 1
645084, 1
647848, 1
664665, 1
669820, 1
670406, 1
676275, 1
678680, 1
679350, 1
686350, 1
691296, 1
700503, 1
707238, 1
711029, 1
714486, 1
729405, 1
740740, 1
741000, 1
747270, 1
754784, 1
781041, 1
781954, 1
791544, 1
808496, 1
816870, 1
817760, 1
820736, 1
823336, 1
829514, 1
830494, 1
833202, 1
835328, 1
842520, 1
850830, 1
852518, 1
856980, 1
865280, 1
865690, 1
873694, 1
881252, 1
897512, 1
913308, 1
915354, 1
926936, 1
929798, 1
935383, 1
939326, 1
944478, 1
948656, 1
949696, 1
967052, 1
980628, 1
980925, 1
992375, 1
1013472, 1
1018395, 1
1019820, 1
1030005, 1
1043746, 1
1074384, 1
1100774, 1
1112160, 1
1115300, 1
1143762, 1
1150546, 1
1151304, 1
1178658, 1
1215375, 1
1215990, 1
1221276, 1
1238062, 1
1287936, 1
1290744, 1
1290788, 1
1354242, 1
1377935, 1
1382898, 1
1474152, 1
1475946, 1
1535528, 1
1543696, 1
1563187, 1
1617678, 1
1625624, 1
1627782, 1
1717807, 1
1789854, 1
1825254, 1
1944852, 1
1964095, 1
1971675, 1
2016345, 1
2093312, 1
2471808, 1
2548609, 1
2649015, 1
2903646, 1
3066750, 1
3752196, 1
5193514, 1
