Avalanche Magnatude, Number Avalanches
253, 12
255, 2
256, 7
258, 6
259, 5
260, 19
261, 7
264, 27
265, 5
266, 2
268, 5
270, 27
272, 3
273, 4
275, 13
276, 19
279, 2
280, 19
282, 8
284, 4
285, 1
286, 14
287, 2
288, 22
290, 14
292, 2
294, 6
295, 2
296, 3
297, 9
300, 24
301, 2
304, 3
305, 3
306, 6
308, 13
310, 10
312, 24
315, 1
316, 2
318, 1
319, 8
320, 8
322, 9
324, 14
325, 7
328, 2
329, 1
330, 16
332, 4
336, 19
338, 2
340, 12
341, 14
342, 4
343, 3
345, 3
348, 15
350, 9
351, 2
352, 10
354, 1
355, 2
357, 4
360, 20
363, 3
364, 12
366, 2
368, 3
370, 6
371, 4
372, 6
374, 4
375, 3
376, 2
377, 4
378, 13
380, 6
384, 19
385, 9
387, 3
390, 14
392, 7
395, 3
396, 17
399, 7
400, 4
402, 2
403, 12
405, 3
406, 6
408, 13
410, 4
412, 1
413, 1
414, 3
415, 1
416, 12
418, 1
420, 18
423, 1
424, 2
425, 1
426, 1
427, 3
429, 6
430, 1
432, 9
434, 8
438, 5
440, 6
441, 4
442, 4
444, 2
445, 2
448, 15
450, 8
452, 1
455, 8
456, 10
459, 1
460, 3
462, 8
464, 2
465, 4
468, 8
469, 4
470, 3
472, 1
473, 2
474, 2
475, 2
476, 8
477, 2
480, 11
481, 6
483, 2
484, 1
486, 3
488, 1
490, 11
492, 7
494, 1
495, 6
497, 4
500, 1
504, 19
505, 1
506, 1
507, 2
510, 10
511, 1
512, 4
516, 1
517, 4
518, 7
520, 6
522, 2
525, 14
527, 1
528, 10
530, 3
531, 3
532, 9
533, 9
536, 6
539, 2
540, 9
544, 6
546, 6
549, 1
550, 3
552, 4
553, 2
555, 6
558, 2
559, 1
560, 9
561, 2
564, 4
567, 4
568, 3
570, 7
572, 3
574, 7
576, 9
578, 2
580, 2
582, 2
583, 2
584, 1
585, 6
588, 4
590, 3
592, 5
594, 5
598, 2
600, 6
602, 2
603, 2
605, 2
606, 1
608, 3
609, 1
610, 3
611, 2
612, 9
615, 3
616, 3
618, 1
620, 3
623, 1
624, 8
627, 2
629, 1
630, 6
632, 3
636, 1
638, 3
639, 2
640, 5
644, 2
645, 1
646, 9
648, 7
649, 1
650, 1
651, 1
656, 4
657, 2
658, 7
660, 3
663, 11
664, 3
665, 1
666, 9
670, 2
671, 2
672, 6
675, 6
678, 1
680, 9
682, 4
684, 6
686, 2
688, 5
689, 1
690, 3
693, 2
696, 4
697, 6
700, 8
702, 7
703, 1
704, 5
708, 1
710, 3
712, 1
714, 5
715, 5
720, 12
722, 3
726, 1
728, 2
731, 2
735, 1
736, 3
737, 1
738, 3
740, 4
741, 1
744, 2
747, 1
748, 1
750, 2
752, 1
754, 4
756, 9
760, 3
765, 2
767, 1
768, 6
770, 6
774, 5
779, 2
780, 4
781, 2
782, 4
783, 1
784, 2
790, 3
791, 1
792, 7
793, 1
798, 6
799, 3
800, 3
801, 2
803, 1
806, 1
810, 8
814, 1
816, 6
817, 6
819, 2
820, 2
822, 1
824, 2
825, 4
828, 8
830, 1
832, 3
833, 2
836, 7
840, 8
846, 3
847, 2
850, 1
851, 1
852, 1
854, 1
855, 3
856, 1
858, 2
860, 3
864, 4
868, 1
869, 2
870, 2
873, 1
874, 3
880, 7
882, 6
884, 2
888, 3
890, 2
891, 2
893, 3
896, 2
897, 1
900, 13
901, 3
902, 3
903, 1
910, 2
912, 4
913, 2
915, 3
918, 3
920, 3
924, 3
927, 1
928, 1
930, 1
931, 2
935, 7
936, 9
938, 1
940, 11
944, 4
945, 2
946, 4
950, 4
952, 2
954, 1
957, 1
960, 12
963, 2
966, 4
969, 6
970, 4
972, 4
975, 2
976, 2
980, 2
984, 1
986, 3
987, 2
988, 3
989, 1
990, 3
992, 1
994, 1
1000, 1
1001, 2
1003, 1
1005, 1
1007, 1
1008, 8
1010, 2
1012, 2
1014, 2
1020, 5
1022, 1
1023, 2
1024, 1
1026, 1
1027, 1
1029, 3
1030, 1
1032, 1
1034, 4
1035, 3
1037, 2
1040, 6
1044, 2
1045, 4
1050, 4
1053, 1
1056, 5
1058, 1
1060, 5
1062, 1
1064, 1
1065, 1
1068, 1
1070, 3
1071, 4
1072, 1
1080, 3
1081, 1
1083, 3
1088, 1
1089, 1
1092, 1
1095, 1
1100, 5
1102, 1
1104, 1
1105, 4
1106, 1
1110, 1
1113, 2
1116, 3
1120, 1
1122, 6
1127, 1
1128, 3
1133, 2
1134, 7
1136, 1
1139, 1
1140, 8
1144, 2
1148, 1
1150, 2
1152, 4
1155, 7
1156, 1
1157, 1
1159, 2
1160, 2
1161, 1
1162, 1
1164, 3
1166, 5
1168, 1
1170, 1
1173, 1
1176, 2
1177, 1
1178, 1
1180, 2
1185, 1
1188, 3
1190, 1
1196, 1
1197, 1
1200, 8
1204, 1
1206, 3
1207, 1
1209, 1
1210, 2
1212, 1
1215, 1
1216, 1
1218, 5
1219, 3
1220, 2
1224, 3
1230, 2
1232, 1
1233, 1
1235, 4
1236, 1
1240, 2
1241, 2
1242, 1
1246, 2
1248, 3
1250, 1
1254, 3
1260, 4
1261, 1
1264, 1
1265, 3
1272, 3
1274, 2
1275, 1
1276, 1
1278, 1
1280, 1
1281, 1
1284, 1
1287, 1
1288, 5
1290, 2
1292, 1
1296, 2
1298, 1
1300, 5
1302, 1
1305, 2
1309, 1
1310, 2
1311, 2
1313, 1
1314, 1
1320, 9
1323, 1
1326, 1
1328, 1
1331, 1
1342, 1
1343, 1
1344, 4
1349, 2
1350, 5
1352, 2
1356, 3
1357, 1
1360, 1
1364, 2
1365, 1
1368, 7
1375, 2
1377, 1
1378, 1
1380, 1
1386, 3
1387, 1
1391, 2
1392, 7
1395, 1
1397, 1
1400, 3
1403, 2
1404, 3
1406, 1
1407, 2
1410, 2
1411, 1
1414, 2
1416, 4
1417, 1
1420, 2
1422, 1
1424, 1
1425, 3
1428, 2
1430, 1
1440, 5
1442, 1
1444, 1
1450, 3
1455, 1
1456, 1
1462, 2
1463, 2
1464, 1
1475, 1
1476, 1
1482, 6
1494, 1
1495, 1
1496, 1
1498, 1
1500, 4
1501, 3
1504, 1
1508, 1
1512, 4
1513, 1
1515, 1
1518, 1
1520, 5
1521, 2
1529, 1
1530, 2
1533, 1
1534, 2
1536, 1
1539, 1
1541, 1
1547, 1
1548, 1
1551, 1
1560, 3
1562, 1
1564, 1
1568, 1
1575, 2
1580, 1
1582, 1
1584, 1
1586, 3
1587, 2
1590, 3
1596, 3
1598, 1
1600, 2
1602, 4
1606, 1
1608, 3
1610, 1
1612, 3
1615, 1
1616, 2
1617, 1
1620, 3
1624, 1
1625, 1
1628, 1
1632, 2
1638, 2
1640, 1
1647, 2
1650, 2
1653, 3
1656, 2
1659, 1
1660, 2
1664, 3
1665, 1
1666, 1
1672, 1
1675, 2
1677, 1
1680, 3
1694, 2
1695, 1
1696, 2
1700, 2
1701, 1
1704, 2
1708, 2
1710, 2
1712, 1
1716, 4
1722, 1
1725, 1
1728, 6
1729, 2
1734, 1
1736, 1
1740, 3
1742, 1
1744, 1
1748, 1
1750, 1
1755, 1
1760, 6
1764, 1
1767, 1
1768, 3
1769, 3
1771, 1
1775, 3
1776, 1
1781, 1
1782, 1
1785, 2
1786, 2
1794, 1
1800, 3
1802, 1
1807, 1
1809, 1
1818, 1
1819, 1
1820, 3
1825, 2
1827, 1
1834, 1
1836, 2
1846, 1
1848, 6
1853, 1
1859, 1
1860, 3
1863, 1
1869, 2
1885, 3
1886, 1
1890, 4
1898, 1
1904, 4
1905, 1
1908, 1
1924, 1
1932, 1
1936, 1
1943, 1
1944, 1
1950, 2
1955, 2
1958, 1
1960, 5
1965, 1
1968, 1
1971, 1
1972, 4
1975, 1
1978, 1
1980, 3
1984, 1
1988, 2
1989, 1
1992, 1
1995, 3
1998, 3
2001, 4
2002, 2
2010, 3
2014, 1
2016, 6
2023, 2
2024, 1
2030, 2
2033, 1
2037, 1
2040, 2
2044, 1
2046, 1
2048, 2
2050, 2
2052, 3
2059, 1
2064, 1
2067, 1
2070, 1
2072, 1
2079, 2
2080, 2
2088, 3
2090, 2
2093, 2
2100, 2
2106, 2
2108, 1
2112, 3
2115, 1
2120, 1
2121, 3
2125, 1
2130, 1
2133, 2
2142, 2
2146, 1
2147, 1
2150, 1
2156, 1
2158, 1
2159, 1
2160, 2
2166, 1
2170, 1
2175, 2
2178, 3
2180, 1
2184, 3
2187, 3
2190, 2
2193, 1
2200, 1
2201, 1
2204, 1
2208, 3
2212, 2
2220, 1
2226, 1
2232, 2
2233, 1
2236, 1
2240, 1
2241, 1
2242, 1
2250, 2
2256, 1
2265, 1
2268, 6
2277, 2
2280, 1
2288, 2
2291, 2
2295, 1
2296, 1
2310, 1
2318, 1
2320, 2
2323, 2
2328, 1
2329, 2
2331, 2
2336, 4
2337, 1
2340, 4
2346, 1
2349, 2
2350, 1
2352, 2
2355, 1
2356, 2
2360, 1
2368, 1
2376, 1
2378, 1
2380, 4
2387, 2
2400, 1
2403, 1
2407, 1
2408, 1
2414, 2
2415, 2
2418, 2
2430, 1
2431, 1
2432, 1
2436, 3
2440, 2
2449, 1
2450, 1
2451, 2
2460, 1
2464, 2
2465, 1
2470, 2
2472, 2
2478, 1
2480, 1
2482, 1
2483, 1
2484, 1
2486, 2
2489, 1
2492, 1
2494, 1
2499, 1
2500, 2
2505, 1
2507, 1
2508, 2
2511, 3
2520, 4
2525, 1
2528, 1
2541, 1
2542, 1
2560, 1
2565, 1
2573, 1
2574, 1
2576, 2
2581, 1
2583, 2
2590, 1
2592, 2
2604, 2
2610, 1
2618, 1
2619, 1
2620, 1
2622, 1
2632, 1
2640, 3
2645, 3
2650, 1
2652, 1
2656, 1
2660, 2
2664, 2
2670, 1
2673, 1
2675, 2
2678, 1
2686, 2
2691, 1
2697, 1
2700, 1
2702, 1
2706, 3
2714, 1
2725, 1
2727, 1
2728, 2
2730, 3
2736, 1
2737, 1
2739, 1
2754, 2
2755, 1
2771, 1
2772, 1
2781, 2
2782, 2
2784, 5
2788, 1
2800, 1
2808, 5
2816, 3
2820, 2
2821, 1
2822, 1
2826, 1
2850, 4
2856, 2
2860, 1
2871, 2
2875, 1
2880, 6
2890, 3
2898, 1
2904, 2
2914, 2
2916, 1
2923, 1
2925, 1
2929, 1
2934, 1
2937, 1
2938, 1
2945, 1
2950, 1
2958, 2
2964, 1
2968, 1
2975, 1
2982, 1
2987, 1
2988, 2
2992, 2
2996, 1
2997, 2
3000, 2
3008, 1
3010, 1
3016, 1
3024, 4
3036, 1
3038, 1
3040, 1
3045, 1
3052, 1
3058, 2
3059, 1
3071, 2
3072, 1
3077, 1
3078, 1
3080, 1
3082, 1
3088, 1
3094, 1
3100, 1
3102, 1
3103, 1
3104, 1
3108, 2
3114, 1
3115, 1
3125, 1
3128, 2
3132, 1
3135, 1
3136, 1
3150, 3
3172, 1
3186, 1
3192, 3
3198, 2
3200, 2
3210, 1
3213, 1
3216, 1
3230, 1
3232, 1
3234, 2
3240, 2
3243, 1
3264, 1
3267, 3
3268, 1
3270, 1
3276, 1
3286, 1
3300, 2
3306, 2
3317, 1
3330, 2
3332, 2
3333, 1
3335, 3
3336, 1
3344, 2
3348, 1
3349, 1
3360, 4
3366, 1
3367, 2
3380, 1
3382, 1
3384, 3
3388, 1
3390, 1
3395, 1
3399, 1
3400, 1
3404, 3
3420, 3
3429, 2
3432, 2
3456, 2
3465, 1
3475, 2
3476, 1
3478, 2
3480, 3
3492, 1
3496, 2
3498, 1
3502, 1
3510, 1
3520, 1
3528, 1
3531, 1
3535, 1
3536, 1
3549, 1
3550, 1
3552, 1
3553, 1
3556, 1
3560, 2
3570, 2
3572, 1
3576, 1
3584, 1
3589, 1
3591, 1
3596, 1
3597, 1
3600, 1
3608, 1
3610, 1
3618, 1
3625, 1
3626, 1
3634, 1
3636, 1
3638, 1
3640, 1
3648, 1
3652, 1
3654, 1
3666, 2
3672, 1
3675, 1
3680, 2
3686, 1
3689, 1
3690, 1
3696, 4
3699, 1
3706, 1
3708, 1
3712, 1
3720, 2
3724, 1
3725, 1
3726, 1
3740, 1
3744, 1
3750, 1
3753, 1
3759, 2
3762, 2
3770, 1
3774, 1
3796, 1
3800, 2
3807, 1
3813, 1
3816, 1
3834, 1
3840, 4
3842, 2
3850, 2
3861, 2
3872, 1
3887, 1
3888, 1
3900, 1
3914, 1
3930, 1
3936, 2
3939, 1
3944, 1
3950, 2
3960, 2
3969, 1
3977, 1
3978, 1
3990, 2
3999, 2
4000, 1
4002, 1
4012, 1
4023, 1
4025, 4
4030, 1
4031, 1
4032, 1
4048, 1
4050, 3
4056, 2
4060, 1
4074, 1
4075, 1
4080, 2
4089, 1
4096, 1
4100, 1
4104, 1
4108, 1
4116, 1
4123, 1
4131, 1
4158, 1
4160, 3
4180, 1
4199, 1
4200, 2
4212, 2
4216, 1
4218, 1
4223, 1
4224, 2
4228, 1
4235, 1
4237, 1
4238, 1
4246, 1
4251, 1
4255, 1
4256, 3
4263, 1
4266, 1
4275, 1
4290, 1
4292, 1
4309, 1
4312, 2
4318, 1
4320, 2
4323, 1
4332, 1
4356, 1
4360, 1
4366, 1
4368, 3
4370, 2
4371, 1
4378, 1
4379, 1
4380, 1
4386, 2
4387, 1
4389, 1
4392, 2
4394, 1
4396, 1
4408, 1
4410, 1
4422, 1
4446, 1
4452, 3
4455, 1
4464, 2
4472, 1
4480, 2
4488, 2
4494, 1
4495, 1
4500, 3
4508, 2
4515, 2
4520, 1
4525, 1
4532, 1
4536, 1
4545, 1
4550, 4
4551, 1
4576, 2
4578, 1
4590, 1
4600, 2
4608, 1
4620, 1
4640, 1
4642, 1
4644, 2
4650, 1
4655, 1
4662, 1
4664, 1
4671, 1
4674, 1
4676, 1
4680, 1
4686, 1
4692, 1
4699, 1
4719, 2
4725, 1
4736, 2
4750, 2
4752, 3
4756, 2
4760, 2
4767, 1
4774, 1
4784, 1
4796, 2
4800, 3
4836, 1
4847, 1
4851, 1
4860, 3
4862, 1
4865, 1
4872, 1
4884, 1
4888, 1
4898, 1
4900, 1
4902, 1
4914, 2
4921, 1
4935, 2
4940, 2
4950, 2
4968, 1
4970, 1
4983, 1
4984, 1
4988, 1
4991, 1
4992, 1
5000, 1
5016, 1
5037, 1
5040, 2
5046, 1
5054, 1
5060, 2
5066, 1
5069, 1
5075, 1
5088, 1
5106, 1
5109, 1
5112, 1
5136, 1
5143, 1
5148, 1
5150, 1
5152, 1
5157, 1
5162, 1
5168, 1
5177, 1
5180, 1
5198, 3
5206, 1
5217, 1
5220, 2
5236, 2
5239, 1
5256, 1
5270, 1
5280, 2
5285, 1
5292, 1
5304, 1
5310, 1
5311, 1
5313, 1
5320, 2
5332, 1
5336, 1
5341, 1
5343, 2
5344, 1
5358, 1
5365, 1
5372, 1
5376, 1
5379, 1
5400, 3
5428, 1
5430, 1
5434, 1
5445, 1
5460, 1
5476, 1
5510, 1
5513, 1
5520, 1
5537, 2
5539, 1
5542, 1
5564, 1
5580, 1
5586, 1
5593, 1
5600, 1
5612, 1
5625, 1
5628, 1
5635, 1
5640, 1
5643, 1
5652, 1
5655, 1
5684, 1
5720, 1
5724, 2
5740, 1
5742, 1
5754, 1
5760, 2
5763, 2
5764, 1
5768, 1
5782, 1
5796, 1
5800, 1
5805, 1
5810, 1
5811, 1
5814, 2
5820, 1
5828, 1
5841, 1
5846, 1
5848, 1
5850, 2
5868, 1
5896, 1
5920, 1
5928, 1
5940, 2
5954, 1
5967, 2
5970, 3
5977, 1
5978, 1
5992, 1
6006, 1
6016, 1
6018, 1
6026, 1
6048, 2
6049, 1
6084, 1
6086, 1
6090, 2
6106, 1
6112, 1
6120, 1
6125, 1
6144, 1
6150, 2
6156, 1
6180, 1
6188, 1
6194, 1
6195, 1
6200, 1
6216, 1
6222, 1
6223, 1
6232, 2
6240, 1
6270, 1
6290, 1
6298, 1
6300, 1
6307, 1
6321, 1
6324, 1
6325, 1
6336, 1
6355, 2
6372, 1
6380, 1
6384, 1
6392, 1
6400, 1
6402, 1
6407, 1
6437, 1
6440, 1
6453, 1
6468, 2
6474, 1
6480, 1
6486, 1
6504, 1
6512, 1
6516, 1
6525, 1
6533, 1
6561, 1
6567, 1
6570, 1
6572, 1
6576, 1
6579, 1
6580, 1
6600, 2
6615, 1
6624, 1
6625, 1
6640, 1
6664, 1
6669, 1
6670, 1
6678, 1
6699, 1
6708, 3
6720, 1
6732, 3
6747, 1
6760, 2
6762, 1
6765, 1
6771, 1
6784, 1
6786, 1
6806, 1
6820, 2
6834, 2
6848, 1
6862, 1
6864, 1
6876, 1
6880, 1
6908, 1
6912, 1
6920, 1
6923, 1
6936, 1
6948, 1
6958, 1
6960, 2
6966, 2
6975, 1
6984, 1
6993, 1
7038, 1
7040, 1
7050, 1
7052, 1
7056, 3
7068, 1
7070, 1
7080, 1
7097, 1
7104, 1
7106, 1
7124, 1
7128, 1
7134, 1
7140, 3
7144, 1
7150, 1
7152, 1
7155, 3
7161, 1
7168, 1
7192, 1
7205, 1
7208, 2
7220, 1
7222, 1
7224, 2
7228, 1
7242, 1
7245, 1
7252, 1
7254, 1
7260, 1
7261, 1
7280, 2
7285, 1
7326, 1
7332, 1
7337, 1
7344, 1
7360, 1
7367, 1
7380, 1
7392, 2
7410, 1
7412, 1
7416, 1
7425, 1
7452, 1
7480, 1
7488, 1
7504, 1
7506, 1
7514, 1
7518, 1
7520, 1
7560, 3
7584, 1
7595, 2
7611, 1
7638, 1
7684, 1
7686, 1
7695, 1
7708, 1
7710, 1
7733, 1
7740, 2
7750, 1
7755, 1
7776, 2
7800, 1
7810, 1
7844, 2
7854, 1
7872, 1
7875, 2
7887, 1
7888, 1
7896, 1
7900, 1
7904, 1
7920, 2
7938, 1
7942, 1
7945, 1
7964, 1
7968, 1
7980, 1
7982, 1
8007, 1
8018, 1
8029, 1
8036, 1
8055, 1
8056, 2
8096, 1
8112, 1
8120, 1
8127, 1
8131, 1
8151, 1
8160, 1
8190, 2
8200, 2
8216, 1
8229, 1
8235, 1
8288, 2
8299, 1
8300, 2
8304, 1
8305, 1
8316, 3
8320, 1
8325, 1
8340, 1
8360, 2
8370, 2
8372, 2
8385, 1
8388, 1
8398, 1
8400, 1
8415, 2
8424, 1
8440, 1
8442, 1
8456, 1
8460, 1
8468, 1
8470, 2
8475, 1
8479, 1
8500, 1
8502, 1
8505, 1
8514, 1
8526, 1
8528, 1
8550, 1
8568, 1
8601, 3
8602, 1
8619, 1
8624, 1
8640, 3
8648, 3
8650, 1
8652, 1
8658, 2
8664, 1
8668, 1
8730, 1
8736, 2
8742, 1
8769, 1
8784, 1
8789, 1
8804, 1
8815, 1
8829, 1
8850, 1
8856, 1
8880, 1
8892, 1
8901, 1
8904, 1
8910, 1
8924, 1
8931, 1
8932, 1
8943, 1
8944, 1
8949, 1
8960, 1
8965, 1
8967, 1
8968, 1
9000, 1
9019, 1
9020, 1
9030, 1
9072, 2
9073, 1
9114, 1
9118, 1
9200, 1
9212, 2
9222, 1
9246, 1
9280, 1
9287, 2
9324, 1
9360, 1
9394, 1
9396, 1
9447, 1
9450, 3
9454, 1
9476, 1
9487, 1
9504, 1
9512, 1
9513, 1
9520, 1
9534, 1
9540, 2
9541, 1
9555, 1
9568, 2
9594, 1
9600, 1
9604, 1
9612, 1
9614, 1
9620, 1
9656, 1
9660, 2
9695, 1
9702, 1
9718, 1
9720, 1
9724, 1
9734, 1
9744, 1
9810, 1
9828, 1
9835, 1
9840, 1
9870, 1
9879, 1
9881, 1
9882, 1
9900, 1
9905, 2
9932, 1
9968, 1
9971, 1
9990, 1
9996, 1
10040, 1
10065, 1
10080, 1
10098, 3
10105, 1
10120, 1
10126, 1
10200, 1
10203, 1
10208, 1
10266, 1
10277, 1
10282, 1
10290, 1
10291, 1
10309, 1
10340, 1
10354, 1
10384, 1
10388, 1
10400, 1
10406, 1
10434, 1
10450, 1
10465, 1
10470, 1
10478, 1
10488, 2
10494, 1
10496, 1
10526, 1
10528, 1
10530, 1
10550, 1
10560, 1
10584, 2
10614, 1
10648, 1
10656, 1
10679, 1
10692, 2
10742, 1
10750, 1
10755, 1
10760, 1
10764, 1
10800, 3
10804, 1
10824, 2
10830, 1
10846, 2
10864, 1
10890, 1
10899, 1
10902, 1
10918, 1
10920, 1
10944, 1
10959, 1
10974, 1
10976, 1
11001, 1
11055, 1
11076, 1
11139, 1
11151, 1
11160, 1
11172, 1
11183, 1
11210, 1
11224, 1
11232, 1
11235, 1
11252, 1
11253, 1
11256, 1
11270, 1
11280, 1
11285, 1
11286, 2
11308, 1
11310, 1
11320, 1
11330, 1
11340, 1
11352, 1
11368, 2
11373, 1
11395, 1
11408, 1
11424, 1
11448, 1
11472, 1
11529, 2
11550, 1
11562, 1
11564, 1
11572, 1
11609, 1
11610, 1
11613, 1
11640, 1
11682, 1
11684, 1
11685, 2
11690, 1
11704, 1
11718, 1
11730, 2
11760, 2
11817, 1
11859, 1
11880, 2
11883, 1
11886, 1
11907, 2
11952, 1
11956, 1
11960, 1
11972, 1
12012, 1
12024, 1
12040, 1
12054, 1
12064, 2
12075, 1
12087, 1
12095, 1
12096, 1
12098, 2
12127, 1
12139, 1
12152, 1
12177, 1
12200, 1
12267, 1
12282, 1
12312, 1
12320, 1
12321, 1
12338, 1
12350, 1
12384, 1
12390, 1
12400, 1
12402, 1
12408, 1
12412, 1
12420, 1
12432, 1
12462, 1
12474, 1
12480, 2
12485, 1
12495, 1
12524, 1
12528, 2
12532, 1
12558, 1
12596, 1
12600, 2
12627, 1
12636, 1
12642, 1
12648, 1
12654, 1
12692, 1
12696, 1
12710, 1
12736, 1
12742, 1
12750, 1
12751, 1
12792, 1
12834, 1
12880, 1
12903, 3
12932, 1
12935, 1
12936, 1
12948, 2
13002, 1
13038, 1
13054, 1
13110, 1
13130, 1
13134, 1
13156, 1
13161, 1
13195, 1
13202, 1
13246, 1
13275, 1
13281, 1
13288, 1
13294, 1
13300, 1
13377, 1
13393, 1
13400, 1
13416, 2
13419, 3
13420, 1
13426, 1
13446, 1
13467, 1
13481, 1
13504, 1
13524, 1
13584, 1
13601, 1
13603, 1
13608, 1
13629, 2
13650, 1
13664, 1
13680, 1
13728, 3
13737, 1
13747, 1
13760, 1
13804, 1
13869, 1
13878, 1
13886, 1
13908, 1
13923, 1
13936, 1
13943, 1
13950, 1
13965, 1
13968, 1
13986, 1
13988, 1
14000, 1
14008, 1
14022, 1
14064, 1
14144, 1
14145, 1
14160, 1
14190, 1
14193, 1
14220, 1
14238, 1
14288, 1
14307, 1
14309, 1
14322, 1
14337, 1
14350, 1
14364, 2
14378, 1
14392, 1
14454, 1
14508, 1
14564, 1
14570, 1
14579, 2
14652, 1
14656, 1
14720, 1
14756, 1
14763, 1
14800, 1
14818, 1
14840, 1
14912, 1
14942, 2
14948, 1
14960, 1
15004, 1
15040, 1
15048, 1
15075, 2
15111, 1
15120, 1
15125, 1
15128, 1
15145, 1
15184, 1
15189, 1
15194, 1
15216, 1
15239, 1
15249, 1
15250, 1
15264, 1
15290, 1
15318, 2
15336, 1
15345, 2
15370, 1
15392, 2
15400, 2
15402, 1
15453, 2
15456, 1
15494, 1
15496, 1
15510, 1
15520, 1
15529, 2
15540, 1
15554, 1
15606, 2
15621, 1
15660, 1
15665, 1
15696, 1
15721, 1
15732, 1
15789, 1
15872, 1
15900, 1
15960, 1
16008, 1
16060, 1
16115, 1
16155, 1
16214, 1
16215, 1
16262, 1
16280, 1
16302, 1
16324, 1
16335, 1
16415, 1
16456, 1
16500, 1
16513, 1
16520, 2
16524, 1
16543, 1
16555, 1
16640, 1
16678, 1
16695, 1
16714, 1
16776, 1
16796, 1
16800, 1
16830, 1
16864, 1
16884, 1
16897, 1
16900, 1
16960, 1
16962, 1
17010, 1
17013, 1
17061, 1
17098, 1
17100, 1
17111, 1
17112, 1
17157, 1
17199, 1
17202, 1
17204, 1
17253, 1
17290, 1
17395, 1
17422, 1
17430, 1
17442, 2
17485, 1
17550, 1
17580, 1
17629, 1
17666, 1
17688, 1
17700, 1
17710, 1
17714, 1
17760, 1
17784, 1
17810, 1
17848, 1
17920, 1
17930, 1
17940, 1
17967, 1
18018, 1
18044, 1
18060, 1
18081, 1
18091, 1
18117, 1
18144, 1
18174, 1
18200, 1
18270, 1
18285, 1
18291, 1
18300, 1
18304, 1
18333, 1
18343, 1
18349, 1
18360, 1
18400, 1
18469, 3
18486, 1
18522, 1
18532, 1
18550, 1
18560, 1
18602, 1
18644, 1
18655, 1
18676, 1
18761, 1
18788, 1
18880, 1
18900, 2
18957, 1
18971, 1
18972, 1
19018, 1
19056, 1
19068, 1
19093, 1
19096, 1
19099, 1
19152, 1
19154, 1
19166, 1
19224, 1
19229, 1
19250, 3
19260, 1
19305, 1
19317, 1
19372, 1
19430, 1
19512, 1
19584, 1
19596, 1
19637, 1
19656, 1
19662, 1
19670, 2
19680, 1
19684, 1
19734, 1
19764, 1
19850, 1
19860, 1
19886, 2
19899, 1
19908, 2
19928, 1
19941, 1
19988, 1
20054, 1
20088, 1
20160, 1
20164, 1
20174, 1
20178, 1
20223, 1
20240, 1
20251, 1
20262, 1
20280, 1
20301, 1
20328, 1
20350, 1
20377, 1
20400, 1
20424, 1
20433, 1
20436, 1
20522, 1
20570, 1
20582, 1
20610, 1
20636, 1
20658, 1
20664, 1
20680, 1
20696, 1
20736, 1
20790, 1
20824, 1
20825, 1
20829, 1
20867, 1
20878, 1
20976, 1
20995, 1
21010, 1
21052, 1
21105, 1
21165, 1
21168, 1
21280, 1
21312, 1
21320, 1
21406, 1
21409, 2
21462, 2
21476, 1
21489, 1
21582, 1
21641, 1
21750, 1
21788, 1
